year,state,age_group,gender,race,deaths,population,crude_rate
2011.0,Nebraska,< 1 year,Male,White,66.0,11563,570.8
2011.0,Nebraska,15-24 years,Female,White,33.0,112484,29.3
2011.0,Nebraska,15-24 years,Male,White,70.0,117848,59.4
2011.0,Nebraska,25-34 years,Female,White,57.0,109292,52.2
2011.0,Nebraska,25-34 years,Male,Black or African American,20.0,7555,264.7
2011.0,Nebraska,25-34 years,Male,White,103.0,113882,90.4
2011.0,Nebraska,35-44 years,Female,White,120.0,97940,122.5
2011.0,Nebraska,35-44 years,Male,Black or African American,25.0,5872,425.7
2011.0,Nebraska,35-44 years,Male,White,185.0,100873,183.4
2011.0,Nebraska,45-54 years,Female,Black or African American,28.0,5387,519.8
2011.0,Nebraska,45-54 years,Female,White,306.0,118111,259.1
2011.0,Nebraska,45-54 years,Male,Black or African American,41.0,5736,714.8
2011.0,Nebraska,45-54 years,Male,White,482.0,118337,407.3
2011.0,Nebraska,55-64 years,Female,Black or African American,49.0,3716,1318.6
2011.0,Nebraska,55-64 years,Female,White,557.0,106936,520.9
2011.0,Nebraska,55-64 years,Male,Black or African American,67.0,3620,1850.8
2011.0,Nebraska,55-64 years,Male,White,980.0,104697,936.0
2011.0,Nebraska,65-74 years,Female,Black or African American,35.0,1889,1852.8
2011.0,Nebraska,65-74 years,Female,White,951.0,63157,1505.8
2011.0,Nebraska,65-74 years,Male,Black or African American,40.0,1545,2589.0
2011.0,Nebraska,65-74 years,Male,White,1233.0,57397,2148.2
2011.0,Nebraska,75-84 years,Female,Black or African American,45.0,1077,4178.3
2011.0,Nebraska,75-84 years,Female,White,1881.0,46736,4024.7
2011.0,Nebraska,75-84 years,Male,Black or African American,58.0,763,7601.6
2011.0,Nebraska,75-84 years,Male,White,1914.0,34412,5562.0
2011.0,Nebraska,85+ years,Female,Black or African American,43.0,386,11139.9
2011.0,Nebraska,85+ years,Female,White,3626.0,26538,13663.4
2011.0,Nebraska,85+ years,Male,Black or African American,27.0,159,16981.1
2011.0,Nebraska,85+ years,Male,White,2087.0,13207,15802.2
2011.0,Nevada,< 1 year,Female,White,66.0,13738,480.4
2011.0,Nevada,< 1 year,Male,Black or African American,28.0,2284,1225.9
2011.0,Nevada,< 1 year,Male,White,83.0,14293,580.7
2011.0,Nevada,5-14 years,Male,White,31.0,145967,21.2
2011.0,Nevada,15-24 years,Female,White,59.0,133872,44.1
2011.0,Nevada,15-24 years,Male,Black or African American,27.0,22340,120.9
2011.0,Nevada,15-24 years,Male,White,191.0,143326,133.3
2011.0,Nevada,25-34 years,Female,White,107.0,146186,73.2
2011.0,Nevada,25-34 years,Male,Black or African American,32.0,19679,162.6
2011.0,Nevada,25-34 years,Male,White,232.0,157384,147.4
2011.0,Nevada,35-44 years,Female,Asian or Pacific Islander,24.0,21675,110.7
2011.0,Nevada,35-44 years,Female,Black or African American,38.0,17266,220.1
2011.0,Nevada,35-44 years,Female,White,211.0,141790,148.8
2011.0,Nevada,35-44 years,Male,Asian or Pacific Islander,24.0,17793,134.9
2011.0,Nevada,35-44 years,Male,Black or African American,56.0,18124,309.0
2011.0,Nevada,35-44 years,Male,White,363.0,154843,234.4
2011.0,Nevada,45-54 years,Female,Asian or Pacific Islander,35.0,20130,173.9
2011.0,Nevada,45-54 years,Female,Black or African American,79.0,16002,493.7
2011.0,Nevada,45-54 years,Female,White,555.0,144520,384.0
2011.0,Nevada,45-54 years,Male,Asian or Pacific Islander,53.0,15393,344.3
2011.0,Nevada,45-54 years,Male,Black or African American,106.0,16842,629.4
2011.0,Nevada,45-54 years,Male,White,886.0,155744,568.9
2011.0,Nevada,55-64 years,Female,Asian or Pacific Islander,57.0,17592,324.0
2011.0,Nevada,55-64 years,Female,Black or African American,138.0,12138,1136.9
2011.0,Nevada,55-64 years,Female,White,966.0,134043,720.7
2011.0,Nevada,55-64 years,Male,American Indian or Alaska Native,25.0,2202,1135.3
2011.0,Nevada,55-64 years,Male,Asian or Pacific Islander,80.0,12266,652.2
2011.0,Nevada,55-64 years,Male,Black or African American,167.0,11095,1505.2
2011.0,Nevada,55-64 years,Male,White,1613.0,134656,1197.9
2011.0,Nevada,65-74 years,Female,Asian or Pacific Islander,68.0,10134,671.0
2011.0,Nevada,65-74 years,Female,Black or African American,134.0,7252,1847.8
2011.0,Nevada,65-74 years,Female,White,1466.0,86920,1686.6
2011.0,Nevada,65-74 years,Male,Asian or Pacific Islander,95.0,7408,1282.4
2011.0,Nevada,65-74 years,Male,Black or African American,182.0,6278,2899.0
2011.0,Nevada,65-74 years,Male,White,2133.0,86726,2459.5
2011.0,Nevada,75-84 years,Female,Asian or Pacific Islander,104.0,4262,2440.2
2011.0,Nevada,75-84 years,Female,Black or African American,155.0,3199,4845.3
2011.0,Nevada,75-84 years,Female,White,2115.0,44797,4721.3
2011.0,Nevada,75-84 years,Male,American Indian or Alaska Native,21.0,391,5370.8
2011.0,Nevada,75-84 years,Male,Asian or Pacific Islander,105.0,2895,3626.9
2011.0,Nevada,75-84 years,Male,Black or African American,145.0,2664,5442.9
2011.0,Nevada,75-84 years,Male,White,2366.0,40782,5801.6
2011.0,Nevada,85+ years,Female,Asian or Pacific Islander,81.0,990,8181.8
2011.0,Nevada,85+ years,Female,Black or African American,124.0,1055,11753.6
2011.0,Nevada,85+ years,Female,White,2609.0,18581,14041.2
2011.0,Nevada,85+ years,Male,Asian or Pacific Islander,63.0,558,11290.3
2011.0,Nevada,85+ years,Male,Black or African American,77.0,562,13701.1
2011.0,Nevada,85+ years,Male,White,1691.0,10994,15381.1
2011.0,New Hampshire,< 1 year,Female,White,24.0,5816,412.7
2011.0,New Hampshire,< 1 year,Male,White,30.0,6089,492.7
2011.0,New Hampshire,15-24 years,Female,White,23.0,82755,27.8
2011.0,New Hampshire,15-24 years,Male,White,73.0,86090,84.8
2011.0,New Hampshire,25-34 years,Female,White,36.0,68365,52.7
2011.0,New Hampshire,25-34 years,Male,White,83.0,69419,119.6
2011.0,New Hampshire,35-44 years,Female,White,77.0,82431,93.4
2011.0,New Hampshire,35-44 years,Male,White,147.0,80412,182.8
2011.0,New Hampshire,45-54 years,Female,White,279.0,109436,254.9
2011.0,New Hampshire,45-54 years,Male,White,425.0,106681,398.4
2011.0,New Hampshire,55-64 years,Female,White,467.0,91868,508.3
2011.0,New Hampshire,55-64 years,Male,White,813.0,89929,904.0
2011.0,New Hampshire,65-74 years,Female,White,765.0,51494,1485.6
2011.0,New Hampshire,65-74 years,Male,White,967.0,47910,2018.4
2011.0,New Hampshire,75-84 years,Female,White,1317.0,32092,4103.8
2011.0,New Hampshire,75-84 years,Male,White,1418.0,24558,5774.1
2011.0,New Hampshire,85+ years,Female,White,2426.0,17101,14186.3
2011.0,New Hampshire,85+ years,Male,White,1333.0,8340,15983.2
2011.0,New Jersey,< 1 year,Female,Black or African American,76.0,9954,763.5
2011.0,New Jersey,< 1 year,Female,White,130.0,35499,366.2
2011.0,New Jersey,< 1 year,Male,Black or African American,133.0,10474,1269.8
2011.0,New Jersey,< 1 year,Male,White,172.0,37244,461.8
2011.0,New Jersey,1-4 years,Female,White,22.0,147682,14.9
2011.0,New Jersey,1-4 years,Male,Black or African American,21.0,39664,52.9
2011.0,New Jersey,1-4 years,Male,White,35.0,154745,22.6
2011.0,New Jersey,5-14 years,Female,White,33.0,401219,8.2
2011.0,New Jersey,5-14 years,Male,White,37.0,422499,8.8
2011.0,New Jersey,15-24 years,Female,Black or African American,48.0,106268,45.2
2011.0,New Jersey,15-24 years,Female,White,119.0,393641,30.2
2011.0,New Jersey,15-24 years,Male,Black or African American,161.0,109369,147.2
2011.0,New Jersey,15-24 years,Male,White,353.0,426357,82.8
2011.0,New Jersey,25-34 years,Female,Black or African American,93.0,97541,95.3
2011.0,New Jersey,25-34 years,Female,White,234.0,385708,60.7
2011.0,New Jersey,25-34 years,Male,Black or African American,219.0,88344,247.9
2011.0,New Jersey,25-34 years,Male,White,479.0,402329,119.1
2011.0,New Jersey,35-44 years,Female,Asian or Pacific Islander,25.0,73023,34.2
2011.0,New Jersey,35-44 years,Female,Black or African American,189.0,101427,186.3
2011.0,New Jersey,35-44 years,Female,White,407.0,437481,93.0
2011.0,New Jersey,35-44 years,Male,Asian or Pacific Islander,42.0,69423,60.5
2011.0,New Jersey,35-44 years,Male,Black or African American,272.0,87937,309.3
2011.0,New Jersey,35-44 years,Male,White,725.0,433331,167.3
2011.0,New Jersey,45-54 years,Female,Asian or Pacific Islander,56.0,58800,95.2
2011.0,New Jersey,45-54 years,Female,Black or African American,478.0,104544,457.2
2011.0,New Jersey,45-54 years,Female,White,1356.0,536158,252.9
2011.0,New Jersey,45-54 years,Male,Asian or Pacific Islander,64.0,54804,116.8
2011.0,New Jersey,45-54 years,Male,Black or African American,564.0,90335,624.3
2011.0,New Jersey,45-54 years,Male,White,2145.0,521766,411.1
2011.0,New Jersey,55-64 years,Female,Asian or Pacific Islander,87.0,42392,205.2
2011.0,New Jersey,55-64 years,Female,Black or African American,661.0,75144,879.6
2011.0,New Jersey,55-64 years,Female,White,2517.0,448112,561.7
2011.0,New Jersey,55-64 years,Male,Asian or Pacific Islander,133.0,38328,347.0
2011.0,New Jersey,55-64 years,Male,Black or African American,842.0,58435,1440.9
2011.0,New Jersey,55-64 years,Male,White,3795.0,420362,902.8
2011.0,New Jersey,65-74 years,Female,Asian or Pacific Islander,129.0,22558,571.9
2011.0,New Jersey,65-74 years,Female,Black or African American,809.0,43814,1846.4
2011.0,New Jersey,65-74 years,Female,White,3813.0,276292,1380.1
2011.0,New Jersey,65-74 years,Male,Asian or Pacific Islander,195.0,20902,932.9
2011.0,New Jersey,65-74 years,Male,Black or African American,892.0,30644,2910.8
2011.0,New Jersey,65-74 years,Male,White,4763.0,234324,2032.7
2011.0,New Jersey,75-84 years,Female,Asian or Pacific Islander,213.0,9603,2218.1
2011.0,New Jersey,75-84 years,Female,Black or African American,1069.0,24285,4401.9
2011.0,New Jersey,75-84 years,Female,White,7903.0,197699,3997.5
2011.0,New Jersey,75-84 years,Male,Asian or Pacific Islander,206.0,7515,2741.2
2011.0,New Jersey,75-84 years,Male,Black or African American,878.0,14055,6246.9
2011.0,New Jersey,75-84 years,Male,White,7893.0,137905,5723.5
2011.0,New Jersey,85+ years,Female,Asian or Pacific Islander,215.0,2817,7632.2
2011.0,New Jersey,85+ years,Female,Black or African American,1169.0,9224,12673.5
2011.0,New Jersey,85+ years,Female,White,14742.0,114231,12905.4
2011.0,New Jersey,85+ years,Male,Asian or Pacific Islander,124.0,1650,7515.2
2011.0,New Jersey,85+ years,Male,Black or African American,462.0,3542,13043.5
2011.0,New Jersey,85+ years,Male,White,8164.0,53819,15169.4
2011.0,New Mexico,< 1 year,Female,White,53.0,11167,474.6
2011.0,New Mexico,< 1 year,Male,White,55.0,11660,471.7
2011.0,New Mexico,1-4 years,Female,White,20.0,45654,43.8
2011.0,New Mexico,15-24 years,Female,White,59.0,114624,51.5
2011.0,New Mexico,15-24 years,Male,American Indian or Alaska Native,33.0,20136,163.9
2011.0,New Mexico,15-24 years,Male,White,159.0,121783,130.6
2011.0,New Mexico,25-34 years,Female,American Indian or Alaska Native,29.0,16590,174.8
2011.0,New Mexico,25-34 years,Female,White,101.0,109743,92.0
2011.0,New Mexico,25-34 years,Male,American Indian or Alaska Native,59.0,16471,358.2
2011.0,New Mexico,25-34 years,Male,White,231.0,115196,200.5
2011.0,New Mexico,35-44 years,Female,American Indian or Alaska Native,43.0,13873,310.0
2011.0,New Mexico,35-44 years,Female,White,190.0,103517,183.5
2011.0,New Mexico,35-44 years,Male,American Indian or Alaska Native,78.0,13236,589.3
2011.0,New Mexico,35-44 years,Male,White,311.0,103040,301.8
2011.0,New Mexico,45-54 years,Female,American Indian or Alaska Native,62.0,14468,428.5
2011.0,New Mexico,45-54 years,Female,White,455.0,125425,362.8
2011.0,New Mexico,45-54 years,Male,American Indian or Alaska Native,104.0,13085,794.8
2011.0,New Mexico,45-54 years,Male,Black or African American,29.0,3929,738.1
2011.0,New Mexico,45-54 years,Male,White,730.0,120936,603.6
2011.0,New Mexico,55-64 years,Female,American Indian or Alaska Native,70.0,10507,666.2
2011.0,New Mexico,55-64 years,Female,White,756.0,123070,614.3
2011.0,New Mexico,55-64 years,Male,American Indian or Alaska Native,111.0,8981,1235.9
2011.0,New Mexico,55-64 years,Male,Black or African American,36.0,2898,1242.2
2011.0,New Mexico,55-64 years,Male,White,1242.0,114363,1086.0
2011.0,New Mexico,65-74 years,Female,American Indian or Alaska Native,83.0,5780,1436.0
2011.0,New Mexico,65-74 years,Female,Black or African American,20.0,1222,1636.7
2011.0,New Mexico,65-74 years,Female,White,1102.0,76056,1448.9
2011.0,New Mexico,65-74 years,Male,American Indian or Alaska Native,98.0,4460,2197.3
2011.0,New Mexico,65-74 years,Male,Black or African American,27.0,1331,2028.5
2011.0,New Mexico,65-74 years,Male,White,1377.0,69350,1985.6
2011.0,New Mexico,75-84 years,Female,American Indian or Alaska Native,119.0,3000,3966.7
2011.0,New Mexico,75-84 years,Female,Black or African American,32.0,783,4086.8
2011.0,New Mexico,75-84 years,Female,White,1783.0,44500,4006.7
2011.0,New Mexico,75-84 years,Male,American Indian or Alaska Native,110.0,2014,5461.8
2011.0,New Mexico,75-84 years,Male,Black or African American,27.0,596,4530.2
2011.0,New Mexico,75-84 years,Male,White,1870.0,36589,5110.8
2011.0,New Mexico,85+ years,Female,American Indian or Alaska Native,100.0,1043,9587.7
2011.0,New Mexico,85+ years,Female,White,2595.0,20168,12866.9
2011.0,New Mexico,85+ years,Male,American Indian or Alaska Native,68.0,578,11764.7
2011.0,New Mexico,85+ years,Male,White,1709.0,11282,15148.0
2011.0,New York,< 1 year,Female,Asian or Pacific Islander,23.0,10053,228.8
2011.0,New York,< 1 year,Female,Black or African American,191.0,28291,675.1
2011.0,New York,< 1 year,Female,White,344.0,78098,440.5
2011.0,New York,< 1 year,Male,Asian or Pacific Islander,47.0,10544,445.8
2011.0,New York,< 1 year,Male,Black or African American,218.0,29851,730.3
2011.0,New York,< 1 year,Male,White,396.0,81597,485.3
2011.0,New York,1-4 years,Female,Black or African American,24.0,97256,24.7
2011.0,New York,1-4 years,Female,White,55.0,309320,17.8
2011.0,New York,1-4 years,Male,Black or African American,24.0,100630,23.8
2011.0,New York,1-4 years,Male,White,68.0,324690,20.9
2011.0,New York,5-14 years,Female,Black or African American,36.0,246466,14.6
2011.0,New York,5-14 years,Female,White,66.0,796225,8.3
2011.0,New York,5-14 years,Male,Black or African American,48.0,254174,18.9
2011.0,New York,5-14 years,Male,White,114.0,836685,13.6
2011.0,New York,15-24 years,Female,Black or African American,89.0,295000,30.2
2011.0,New York,15-24 years,Female,White,268.0,927177,28.9
2011.0,New York,15-24 years,Male,Asian or Pacific Islander,33.0,114976,28.7
2011.0,New York,15-24 years,Male,Black or African American,301.0,296710,101.4
2011.0,New York,15-24 years,Male,White,753.0,970037,77.6
2011.0,New York,25-34 years,Female,Asian or Pacific Islander,40.0,152691,26.2
2011.0,New York,25-34 years,Female,Black or African American,170.0,268638,63.3
2011.0,New York,25-34 years,Female,White,439.0,933057,47.0
2011.0,New York,25-34 years,Male,Asian or Pacific Islander,56.0,134071,41.8
2011.0,New York,25-34 years,Male,Black or African American,350.0,236478,148.0
2011.0,New York,25-34 years,Male,White,1081.0,953090,113.4
2011.0,New York,35-44 years,Female,Asian or Pacific Islander,40.0,133691,29.9
2011.0,New York,35-44 years,Female,Black or African American,435.0,256625,169.5
2011.0,New York,35-44 years,Female,White,843.0,899647,93.7
2011.0,New York,35-44 years,Male,Asian or Pacific Islander,66.0,118165,55.9
2011.0,New York,35-44 years,Male,Black or African American,513.0,212431,241.5
2011.0,New York,35-44 years,Male,White,1612.0,908496,177.4
2011.0,New York,45-54 years,Female,Asian or Pacific Islander,121.0,119976,100.9
2011.0,New York,45-54 years,Female,Black or African American,1029.0,277934,370.2
2011.0,New York,45-54 years,Female,White,2567.0,1060991,241.9
2011.0,New York,45-54 years,Male,American Indian or Alaska Native,23.0,13548,169.8
2011.0,New York,45-54 years,Male,Asian or Pacific Islander,205.0,110723,185.1
2011.0,New York,45-54 years,Male,Black or African American,1299.0,229766,565.4
2011.0,New York,45-54 years,Male,White,4337.0,1037468,418.0
2011.0,New York,55-64 years,Female,Asian or Pacific Islander,221.0,90991,242.9
2011.0,New York,55-64 years,Female,Black or African American,1522.0,207528,733.4
2011.0,New York,55-64 years,Female,White,5204.0,946215,550.0
2011.0,New York,55-64 years,Male,American Indian or Alaska Native,30.0,8163,367.5
2011.0,New York,55-64 years,Male,Asian or Pacific Islander,375.0,83559,448.8
2011.0,New York,55-64 years,Male,Black or African American,2067.0,159546,1295.6
2011.0,New York,55-64 years,Male,White,8095.0,883764,916.0
2011.0,New York,65-74 years,Female,Asian or Pacific Islander,299.0,47606,628.1
2011.0,New York,65-74 years,Female,Black or African American,1969.0,126305,1558.9
2011.0,New York,65-74 years,Female,White,8079.0,589743,1369.9
2011.0,New York,65-74 years,Male,American Indian or Alaska Native,22.0,3694,595.6
2011.0,New York,65-74 years,Male,Asian or Pacific Islander,428.0,41841,1022.9
2011.0,New York,65-74 years,Male,Black or African American,2077.0,84242,2465.5
2011.0,New York,65-74 years,Male,White,10410.0,498906,2086.6
2011.0,New York,75-84 years,Female,American Indian or Alaska Native,28.0,2413,1160.4
2011.0,New York,75-84 years,Female,Asian or Pacific Islander,506.0,24148,2095.4
2011.0,New York,75-84 years,Female,Black or African American,2498.0,69488,3594.9
2011.0,New York,75-84 years,Female,White,16276.0,414993,3922.0
2011.0,New York,75-84 years,Male,American Indian or Alaska Native,21.0,1484,1415.1
2011.0,New York,75-84 years,Male,Asian or Pacific Islander,591.0,18995,3111.3
2011.0,New York,75-84 years,Male,Black or African American,1950.0,37576,5189.5
2011.0,New York,75-84 years,Male,White,15708.0,293751,5347.4
2011.0,New York,85+ years,Female,American Indian or Alaska Native,22.0,897,2452.6
2011.0,New York,85+ years,Female,Asian or Pacific Islander,646.0,8489,7609.8
2011.0,New York,85+ years,Female,Black or African American,3024.0,30165,10024.9
2011.0,New York,85+ years,Female,White,30304.0,236298,12824.5
2011.0,New York,85+ years,Male,Asian or Pacific Islander,448.0,5079,8820.6
2011.0,New York,85+ years,Male,Black or African American,1166.0,11074,10529.2
2011.0,New York,85+ years,Male,White,16715.0,112181,14900.0
2011.0,North Carolina,< 1 year,Female,Black or African American,169.0,16398,1030.6
2011.0,North Carolina,< 1 year,Female,White,209.0,40069,521.6
2011.0,North Carolina,< 1 year,Male,Black or African American,204.0,17178,1187.6
2011.0,North Carolina,< 1 year,Male,White,260.0,41673,623.9
2011.0,North Carolina,1-4 years,Female,White,38.0,168693,22.5
2011.0,North Carolina,1-4 years,Male,Black or African American,26.0,67882,38.3
2011.0,North Carolina,1-4 years,Male,White,33.0,177604,18.6
2011.0,North Carolina,5-14 years,Female,White,41.0,429563,9.5
2011.0,North Carolina,5-14 years,Male,Black or African American,35.0,168753,20.7
2011.0,North Carolina,5-14 years,Male,White,81.0,451787,17.9
2011.0,North Carolina,15-24 years,Female,Black or African American,78.0,180714,43.2
2011.0,North Carolina,15-24 years,Female,White,179.0,439978,40.7
2011.0,North Carolina,15-24 years,Male,Black or African American,215.0,179304,119.9
2011.0,North Carolina,15-24 years,Male,White,455.0,469425,96.9
2011.0,North Carolina,25-34 years,Female,Black or African American,142.0,155545,91.3
2011.0,North Carolina,25-34 years,Female,White,317.0,446446,71.0
2011.0,North Carolina,25-34 years,Male,Black or African American,279.0,134549,207.4
2011.0,North Carolina,25-34 years,Male,White,630.0,454918,138.5
2011.0,North Carolina,35-44 years,Female,Black or African American,275.0,159036,172.9
2011.0,North Carolina,35-44 years,Female,White,612.0,475116,128.8
2011.0,North Carolina,35-44 years,Male,American Indian or Alaska Native,23.0,11555,199.0
2011.0,North Carolina,35-44 years,Male,Black or African American,339.0,133579,253.8
2011.0,North Carolina,35-44 years,Male,White,1021.0,481464,212.1
2011.0,North Carolina,45-54 years,Female,American Indian or Alaska Native,37.0,9896,373.9
2011.0,North Carolina,45-54 years,Female,Black or African American,742.0,163819,452.9
2011.0,North Carolina,45-54 years,Female,White,1634.0,513752,318.1
2011.0,North Carolina,45-54 years,Male,American Indian or Alaska Native,49.0,9601,510.4
2011.0,North Carolina,45-54 years,Male,Black or African American,986.0,139597,706.3
2011.0,North Carolina,45-54 years,Male,White,2713.0,503146,539.2
2011.0,North Carolina,55-64 years,Female,American Indian or Alaska Native,60.0,7744,774.8
2011.0,North Carolina,55-64 years,Female,Asian or Pacific Islander,26.0,10873,239.1
2011.0,North Carolina,55-64 years,Female,Black or African American,1186.0,131680,900.7
2011.0,North Carolina,55-64 years,Female,White,3128.0,474711,658.9
2011.0,North Carolina,55-64 years,Male,American Indian or Alaska Native,91.0,7101,1281.5
2011.0,North Carolina,55-64 years,Male,Asian or Pacific Islander,28.0,8344,335.6
2011.0,North Carolina,55-64 years,Male,Black or African American,1779.0,107473,1655.3
2011.0,North Carolina,55-64 years,Male,White,4768.0,439540,1084.8
2011.0,North Carolina,65-74 years,Female,American Indian or Alaska Native,78.0,3935,1982.2
2011.0,North Carolina,65-74 years,Female,Asian or Pacific Islander,35.0,5092,687.4
2011.0,North Carolina,65-74 years,Female,Black or African American,1373.0,68657,1999.8
2011.0,North Carolina,65-74 years,Female,White,4801.0,313634,1530.8
2011.0,North Carolina,65-74 years,Male,American Indian or Alaska Native,94.0,3489,2694.2
2011.0,North Carolina,65-74 years,Male,Asian or Pacific Islander,41.0,4323,948.4
2011.0,North Carolina,65-74 years,Male,Black or African American,1752.0,51388,3409.4
2011.0,North Carolina,65-74 years,Male,White,6351.0,276132,2300.0
2011.0,North Carolina,75-84 years,Female,American Indian or Alaska Native,87.0,1848,4707.8
2011.0,North Carolina,75-84 years,Female,Asian or Pacific Islander,60.0,2209,2716.2
2011.0,North Carolina,75-84 years,Female,Black or African American,1872.0,39210,4774.3
2011.0,North Carolina,75-84 years,Female,White,8285.0,191156,4334.2
2011.0,North Carolina,75-84 years,Male,American Indian or Alaska Native,67.0,1204,5564.8
2011.0,North Carolina,75-84 years,Male,Asian or Pacific Islander,39.0,1524,2559.1
2011.0,North Carolina,75-84 years,Male,Black or African American,1479.0,21860,6765.8
2011.0,North Carolina,75-84 years,Male,White,8379.0,139392,6011.1
2011.0,North Carolina,85+ years,Female,American Indian or Alaska Native,75.0,603,12437.8
2011.0,North Carolina,85+ years,Female,Asian or Pacific Islander,42.0,555,7567.6
2011.0,North Carolina,85+ years,Female,Black or African American,2206.0,17032,12952.1
2011.0,North Carolina,85+ years,Female,White,12336.0,88461,13945.1
2011.0,North Carolina,85+ years,Male,American Indian or Alaska Native,40.0,282,14184.4
2011.0,North Carolina,85+ years,Male,Asian or Pacific Islander,24.0,304,7894.7
2011.0,North Carolina,85+ years,Male,Black or African American,870.0,5803,14992.2
2011.0,North Carolina,85+ years,Male,White,6384.0,40693,15688.2
2011.0,North Dakota,< 1 year,Female,White,21.0,3750,560.0
2011.0,North Dakota,< 1 year,Male,White,26.0,3944,659.2
2011.0,North Dakota,15-24 years,Male,White,47.0,50851,92.4
2011.0,North Dakota,25-34 years,Female,White,22.0,39464,55.7
2011.0,North Dakota,25-34 years,Male,White,43.0,45175,95.2
2011.0,North Dakota,35-44 years,Female,White,32.0,32812,97.5
2011.0,North Dakota,35-44 years,Male,American Indian or Alaska Native,21.0,2224,944.2
2011.0,North Dakota,35-44 years,Male,White,66.0,35576,185.5
2011.0,North Dakota,45-54 years,Female,White,109.0,43870,248.5
2011.0,North Dakota,45-54 years,Male,American Indian or Alaska Native,40.0,2167,1845.9
2011.0,North Dakota,45-54 years,Male,White,174.0,44844,388.0
2011.0,North Dakota,55-64 years,Female,White,172.0,39922,430.8
2011.0,North Dakota,55-64 years,Male,American Indian or Alaska Native,29.0,1276,2272.7
2011.0,North Dakota,55-64 years,Male,White,386.0,42397,910.4
2011.0,North Dakota,65-74 years,Female,White,319.0,23878,1336.0
2011.0,North Dakota,65-74 years,Male,White,455.0,22268,2043.3
2011.0,North Dakota,75-84 years,Female,American Indian or Alaska Native,20.0,358,5586.6
2011.0,North Dakota,75-84 years,Female,White,673.0,18834,3573.3
2011.0,North Dakota,75-84 years,Male,White,808.0,13973,5782.6
2011.0,North Dakota,85+ years,Female,White,1406.0,11382,12352.8
2011.0,North Dakota,85+ years,Male,White,856.0,5667,15105.0
2011.0,Ohio,< 1 year,Female,Black or African American,166.0,12126,1369.0
2011.0,Ohio,< 1 year,Female,White,315.0,53966,583.7
2011.0,Ohio,< 1 year,Male,Black or African American,207.0,12778,1620.0
2011.0,Ohio,< 1 year,Male,White,388.0,56525,686.4
2011.0,Ohio,1-4 years,Female,White,65.0,219205,29.7
2011.0,Ohio,1-4 years,Male,Black or African American,21.0,53987,38.9
2011.0,Ohio,1-4 years,Male,White,55.0,228954,24.0
2011.0,Ohio,5-14 years,Female,Black or African American,24.0,123544,19.4
2011.0,Ohio,5-14 years,Female,White,51.0,593700,8.6
2011.0,Ohio,5-14 years,Male,Black or African American,32.0,127441,25.1
2011.0,Ohio,5-14 years,Male,White,72.0,624051,11.5
2011.0,Ohio,15-24 years,Female,Black or African American,68.0,128310,53.0
2011.0,Ohio,15-24 years,Female,White,252.0,629012,40.1
2011.0,Ohio,15-24 years,Male,Black or African American,205.0,129303,158.5
2011.0,Ohio,15-24 years,Male,White,544.0,652689,83.3
2011.0,Ohio,25-34 years,Female,Black or African American,93.0,103772,89.6
2011.0,Ohio,25-34 years,Female,White,437.0,586698,74.5
2011.0,Ohio,25-34 years,Male,Black or African American,233.0,93424,249.4
2011.0,Ohio,25-34 years,Male,White,931.0,594243,156.7
2011.0,Ohio,35-44 years,Female,Black or African American,200.0,96675,206.9
2011.0,Ohio,35-44 years,Female,White,841.0,610399,137.8
2011.0,Ohio,35-44 years,Male,Black or African American,312.0,87812,355.3
2011.0,Ohio,35-44 years,Male,White,1476.0,609785,242.1
2011.0,Ohio,45-54 years,Female,Asian or Pacific Islander,20.0,14204,140.8
2011.0,Ohio,45-54 years,Female,Black or African American,522.0,105505,494.8
2011.0,Ohio,45-54 years,Female,White,2617.0,748122,349.8
2011.0,Ohio,45-54 years,Male,Asian or Pacific Islander,25.0,12575,198.8
2011.0,Ohio,45-54 years,Male,Black or African American,709.0,93847,755.5
2011.0,Ohio,45-54 years,Male,White,4010.0,730420,549.0
2011.0,Ohio,55-64 years,Female,Asian or Pacific Islander,31.0,10546,294.0
2011.0,Ohio,55-64 years,Female,Black or African American,915.0,84888,1077.9
2011.0,Ohio,55-64 years,Female,White,4737.0,683642,692.9
2011.0,Ohio,55-64 years,Male,Asian or Pacific Islander,25.0,8366,298.8
2011.0,Ohio,55-64 years,Male,Black or African American,1304.0,71512,1823.5
2011.0,Ohio,55-64 years,Male,White,7196.0,652125,1103.5
2011.0,Ohio,65-74 years,Female,Asian or Pacific Islander,42.0,5580,752.7
2011.0,Ohio,65-74 years,Female,Black or African American,998.0,45373,2199.5
2011.0,Ohio,65-74 years,Female,White,7221.0,415830,1736.5
2011.0,Ohio,65-74 years,Male,Asian or Pacific Islander,41.0,4960,826.6
2011.0,Ohio,65-74 years,Male,Black or African American,1189.0,33797,3518.1
2011.0,Ohio,65-74 years,Male,White,8723.0,361824,2410.8
2011.0,Ohio,75-84 years,Female,Asian or Pacific Islander,60.0,2435,2464.1
2011.0,Ohio,75-84 years,Female,Black or African American,1443.0,29427,4903.7
2011.0,Ohio,75-84 years,Female,White,13162.0,284379,4628.3
2011.0,Ohio,75-84 years,Male,Asian or Pacific Islander,48.0,1755,2735.0
2011.0,Ohio,75-84 years,Male,Black or African American,1201.0,17915,6703.9
